Nombre,Subcategoria,Precio,Ruta de la Imagen,Calorias,Grasas,Carbohidratos,Proteínas,Fibra,Sal,Azúcares,supermercado,Categoria
Mozzarella fresca di bufala campana Hacendado,Queso untable y fresco,"1,72 €",img_mercadona\Queso_untable_y_fresco\Queso_fresco\Mozzarella_fresca_di_bufala_campana_Hacendado_13.jpg,283.0,21.0,2.5,21.0,0.1,1.0,0.54,Mercadona,Lácteos y Huevos
Soluble al cacao Temptation de Dia bolsa 1.5 Kg,CafeCacaoInfusiones,"5,99 €",https://www.dia.es/product_images/57965/57965_ISO_0_ES.jpg?imwidth=176,377kcal,"2,4g",80g,"5,3g",0.0,"0,05g",0.0,Día,Bebidas
PRODUCTO ALCAMPO Judías verdes cortadas en trozos medianos frasco de 360 g.,Conservas Vegetales,"1,12 €",img_alcampo/Conservas Vegetales\PRODUCTO_ALCAMPO_Judías_verdes_cortadas_en_trozos_medianos_frasco_de_360_g._52.jpg,212,8.2,25.0,19.2,0.0,1.7,5.2,Alcampo,Alimentos Procesados
Ensalada mezcla gourmet,Lechuga y ensalada preparada,"1,04 €",img_mercadona\Lechuga_y_ensalada_preparada\Lechuga\Ensalada_mezcla_gourmet_6.jpg,105.75,6.18,8.0,4.15,1.32,0.59,3.19,Mercadona,Frutas y Verduras
"AUCHAN Arroz a banda, listo para calentar y comer 320 g. Producto Alcampo",Arroz y Legumbres,"3,49 €","img_alcampo/Arroz y Legumbres\AUCHAN_Arroz_a_banda,_listo_para_calentar_y_comer_320_g._Producto_Alcampo_182.jpg",234,9.5,23.2,26.8,0.0,0.6,4.8,Alcampo,Alimentos Básicos
PASTORET Yogur cremoso artesanal de frambuesa 125 gr.,Yogures,"1,44 €",img_alcampo/Yogures\PASTORET_Yogur_cremoso_artesanal_de_frambuesa_125_gr._26.jpg,239,19.3,8.5,17.6,0.0,1.6,0.0,Alcampo,Lácteos y Huevos
Magdalenas sin gluten El molino de Dia bolsa 160 g,GalletasBollosCereales,"1,79 €",https://www.dia.es/product_images/303498/303498_ISO_0_ES.jpg?imwidth=176,448kcal,24g,56g,"2,9g",0.0,"0,91g",0.0,Día,Alimentos Procesados
Golosinas Boca Fruit Hacendado,Golosinas,"1,20 €",img_mercadona\Golosinas\Golosinas\Golosinas_Boca_Fruit_Hacendado_5.jpg,340.0,0.0,80.0,3.4,0.17,0.04,66.27,Mercadona,Dulces y Snacks
Panecillo con quinoa El molino de Dia 100 g,PanesHarinasMasas,"0,45 €",https://www.dia.es/product_images/244719/244719_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Alimentos Básicos
"CAMPOFRÍO Jamón cocido braseado de categoria extra, cortado en lonchas finas CAMPOFRÍO Finissimas 115 g.",Charcuteria,"1,85 €","img_alcampo/Charcuteria\CAMPOFRÍO_Jamón_cocido_braseado_de_categoria_extra,_cortado_en_lonchas_finas_CAMPOFRÍO_Finissimas_115_g._62.jpg",207,13.6,19.0,17.6,0.0,1.6,2.4,Alcampo,Carnes y Pescados
Galantina con aceituna y pimiento Hacendado finas lonchas,Chopped y mortadela,"1,50 €",img_mercadona\Chopped_y_mortadela\Mortadela\Galantina_con_aceituna_y_pimiento_Hacendado_finas_lonchas_4.jpg,50.0,3.78,1.53,2.73,0.26,3.43,1.33,Mercadona,Carnes y Pescados
CUCA Atún claro al natural pack 3 uds x 67 g.,Conservas de Pescado,"7,29 €",img_alcampo/Conservas de Pescado\CUCA_Atún_claro_al_natural_pack_3_uds_x_67_g._175.jpg,167,15.5,29.7,21.3,0.0,0.3,8.2,Alcampo,Alimentos Procesados
Verduras en tempura Cocinarte bolsa 400 g,Congelados,"2,69 €",https://www.dia.es/product_images/300422/300422_ISO_0_ES.jpg?imwidth=176,140kcal,2g,27g,3g,0.0,1g,0.0,Día,Alimentos Procesados
PRODUCTO ALCAMPO Galletas María sin azúcares añadidos y con edulcorantes 400 g.,Desayuno y Merienda,"4,96 €",img_alcampo/Desayuno y Merienda\PRODUCTO_ALCAMPO_Galletas_María_sin_azúcares_añadidos_y_con_edulcorantes_400_g._52.jpg,125,16.6,8.5,17.4,0.0,0.2,7.8,Alcampo,Alimentos Procesados
LA FALLERA Gran selección Arroz bomba de producción limitada y numerada 500 g.,Arroz y Legumbres,"3,09 €",img_alcampo/Arroz y Legumbres\LA_FALLERA_Gran_selección_Arroz_bomba_de_producción_limitada_y_numerada_500_g._67.jpg,220,16.8,23.8,11.7,0.0,0.2,2.3,Alcampo,Alimentos Básicos
Café en cápsula descafeinado espresso intenso Dolce Gusto,Café cápsula y monodosis,"4,89 €",img_mercadona\Café_cápsula_y_monodosis\Cápsulas_compatibles_Dolce_gusto\Café_en_cápsula_descafeinado_espresso_intenso_Dolce_Gusto_4.jpg,179.68,6.74,20.81,8.41,0.0,0.01,0.29,Mercadona,Bebidas
Barquillos rellenos de chocolate Doña delicia caja 150 g,GalletasBollosCereales,"1,29 €",https://www.dia.es/product_images/279302/279302_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Alimentos Procesados
Ketchup Salseo de Dia bote 560 g,AceitesSalsasEspecias,"1,07 €",https://www.dia.es/product_images/4853/4853_ISO_0_ES.jpg?imwidth=176,96kcal,"0,5g",22g,"1,3g",0.0,"1,7g",0.0,Día,Alimentos Básicos
Leche desnatada Central Lechera Asturiana pack 6 x 2.2 l,LecheHuevosMantequilla,"13,32 €",https://www.dia.es/product_images/214269P6/214269P6_ISO_0_ES.jpg?imwidth=176,34kcal,"0,25g","4,7g","3,2g",0.0,"0,1g",0.0,Día,Lácteos y Huevos
AUCHAN Nata líquida (18% materia grasa) para cocinar 500 ml. Producto Alcampo,Nata,"1,74 €",img_alcampo/Nata\AUCHAN_Nata_líquida_(18%_materia_grasa)_para_cocinar_500_ml._Producto_Alcampo_12.jpg,229,16.6,20.4,23.5,0.0,1.8,8.9,Alcampo,Lácteos y Huevos
Pan Bagel Hacendado,Pan de molde y otras especialidades,"1,50 €",img_mercadona\Pan_de_molde_y_otras_especialidades\Otros_panes\Pan_Bagel_Hacendado_10.jpg,286.0,2.7,53.0,11.0,3.0,0.94,1.41,Mercadona,Alimentos Básicos
Pizza pepperoni Hacendado,Pizzas,"2,90 €",img_mercadona\Pizzas\Pizzas_refrigeradas\Pizza_pepperoni_Hacendado_13.jpg,257.33,6.85,37.62,11.0,2.6,1.7,1.41,Mercadona,Alimentos Procesados
Alistado mediano congelado,Marisco,"5,51 €",img_mercadona\Marisco\Marisco\Alistado_mediano_congelado_4.jpg,71.0,1.15,4.1,11.08,0.0,0.62,0.0,Mercadona,Carnes y Pescados
Patatas light Hacendado,Patatas fritas y snacks,"1,30 €",img_mercadona\Patatas_fritas_y_snacks\Patatas_fritas\Patatas_light_Hacendado_6.jpg,68.0,0.0,14.5,1.9,2.78,1.02,0.78,Mercadona,Dulces y Snacks
Pinchos de cerdo sin varilla,Cerdo,"4,05 €",img_mercadona\Cerdo\Cerdo\Pinchos_de_cerdo_sin_varilla_23.jpg,206.67,4.88,23.48,17.1,0.0,0.44,0.08,Mercadona,Carnes y Pescados
"Cuarto de cordero recental, ideal para asar",carne_cordero,"6,27 €","img_alcampo/carne_cordero\Cuarto_de_cordero_recental,_ideal_para_asar_24.jpg",278,6.4,20.9,28.7,0.0,0.9,7.0,Alcampo,Carnes y Pescados
"ALCAMPO CULTIVAMOS LO BUENO Filetes de 1ª A de vacuno Villa del monte, ideales para empanar o salsa",carne_vacuno,"15,99 €","img_alcampo/carne_vacuno\ALCAMPO_CULTIVAMOS_LO_BUENO_Filetes_de_1ª_A_de_vacuno_Villa_del_monte,_ideales_para_empanar_o_salsa_28.jpg",246,6.8,0.7,19.0,0.0,1.1,3.9,Alcampo,Carnes y Pescados
Leche entera Central Lechera Asturiana botella 1.5 l,LecheHuevosMantequilla,"1,82 €",https://www.dia.es/product_images/74720/74720_ISO_0_ES.jpg?imwidth=176,63kcal,"3,6g","4,6g","3,1g",0.0,"0,1g",0.0,Día,Lácteos y Huevos
"ALCAMPO CULTIVAMOS LO BUENO Hamburguesa de pollo campero, con rebozado crujiente 2 x 120 g.",burguer_meat_picada,"3,79 €","img_alcampo/burguer_meat_picada\ALCAMPO_CULTIVAMOS_LO_BUENO_Hamburguesa_de_pollo_campero,_con_rebozado_crujiente_2_x_120_g._45.jpg",139,5.1,24.0,10.7,0.0,0.3,5.9,Alcampo,Carnes y Pescados
Bombones rellenos de coco y almendra Ferrero Raffaello caja 150 g,AzucarChocolatesCaramelos,"4,39 €",https://www.dia.es/product_images/85754/85754_ISO_0_ES.jpg?imwidth=176,628kcal,"48,6g","38,3g","7,2g",0.0,"0,31g",0.0,Día,Dulces y Snacks
PRODUCTO ALCAMPO Bocaditos al cacao 330 g.,Desayuno y Merienda,"1,52 €",img_alcampo/Desayuno y Merienda\PRODUCTO_ALCAMPO_Bocaditos_al_cacao_330_g._109.jpg,208,6.9,28.0,24.3,0.0,1.0,0.1,Alcampo,Alimentos Procesados
"ALCAMPO GOURMET Pote, receta Asturiana ALCAMPO GOURMET 430 g.",Arroz y Legumbres,"4,39 €","img_alcampo/Arroz y Legumbres\ALCAMPO_GOURMET_Pote,_receta_Asturiana_ALCAMPO_GOURMET_430_g._30.jpg",164,17.8,10.1,25.4,0.0,1.3,6.2,Alcampo,Alimentos Básicos
Paleta curada lonchas Paletas Marpa,Jamón serrano,"2,20 €",img_mercadona\Jamón_serrano\Jamón_serrano\Paleta_curada_lonchas_Paletas_Marpa_10.jpg,236.5,4.0,27.9,21.8,0.46,2.59,0.03,Mercadona,Carnes y Pescados
Patas de pulpo cocido,Pescado fresco,"9,95 €","img_mercadona\Pescado_fresco\Sepia,_Pulpo_y_Calamar\Patas_de_pulpo_cocido_3.jpg",144.86,8.02,0.19,18.03,0.62,0.48,0.11,Mercadona,Carnes y Pescados
Natillas sabor chocolate rico en proteínas Reina pack 4 x 125 g,YoguresPostres,"2,79 €",https://www.dia.es/product_images/285680/285680_ISO_0_ES.jpg?imwidth=176,92kcal,"2,3g","7,6g",10g,0.0,"0,18g",0.0,Día,Lácteos y Huevos
Galletas Digestive avena Hacendado,Galletas,"1,85 €",img_mercadona\Galletas\Galletas_integrales_y_digestive\Galletas_Digestive_avena_Hacendado_5.jpg,149.0,5.8,21.0,2.0,3.29,0.18,22.73,Mercadona,Dulces y Snacks
Golosinas de regaliz black edition Haribo bolsa 150 g,AzucarChocolatesCaramelos,"1,79 €",https://www.dia.es/product_images/198262/198262_ISO_0_ES.jpg?imwidth=176,342kcal,"2,7g",76g,3g,0.0,"0,99g",0.0,Día,Dulces y Snacks
Infusión Manzanilla con anís Hacendado,Té e infusiones,"0,85 €",img_mercadona\Té_e_infusiones\Infusiones\Infusión_Manzanilla_con_anís_Hacendado_4.jpg,58.0,1.43,10.93,1.13,0.08,0.01,0.18,Mercadona,Bebidas
Té negro Tetería de Dia caja 25 unidades,CafeCacaoInfusiones,"0,90 €",https://www.dia.es/product_images/295422/295422_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Bebidas
Ron blanco superior La Recompensa,Licores,"5,25 €",img_mercadona\Licores\Ron\Ron_blanco_superior_La_Recompensa_1.jpg,179.68,6.74,20.81,8.41,0.0,0.0,9.81,Mercadona,Bebidas
ALCAMPO CULTIVAMOS LO BUENO Bandeja de nuggets (trocitos de pechuga de pollo empanada)  350 g.,carne_elaborados,"3,29 €",img_alcampo/carne_elaborados\ALCAMPO_CULTIVAMOS_LO_BUENO_Bandeja_de_nuggets_(trocitos_de_pechuga_de_pollo_empanada)__350_g._34.jpg,179,6.4,7.0,13.3,0.0,0.7,2.9,Alcampo,Carnes y Pescados
Petit de fresa líquido Dia Láctea pack 4 x 80 g,YoguresPostres,"1,89 €",https://www.dia.es/product_images/265284/265284_ISO_0_ES.jpg?imwidth=176,89kcal,"2,5g","12,1g","4,4g",0.0,"0,1g",0.0,Día,Lácteos y Huevos
Guisantes extra Hacendado,Conservas de verdura y frutas,"1,85 €",img_mercadona\Conservas_de_verdura_y_frutas\Conservas_verdura\Guisantes_extra_Hacendado_10.jpg,69.0,0.3,9.0,5.2,4.72,0.05,5.3,Mercadona,Alimentos Procesados
Bacalao dorado Marvanejo bandeja 240 g,Congelados,"2,99 €",https://www.dia.es/product_images/188892/188892_ISO_0_ES.jpg?imwidth=176,223kcal,"12,9g",20g,"6,4g",0.0,"0,4g",0.0,Día,Alimentos Procesados
Gallo mostrador - Entero,pescados_mariscos_moluscos,"7,17 €",img_alcampo/pescados_mariscos_moluscos\Gallo_mostrador_-_Entero_115.jpg,123,8.8,28.6,16.3,0.0,0.9,5.7,Alcampo,Carnes y Pescados
AUCHAN Alas de pollo 6-7 uds. Producto Alcampo,pollo,"7,24 €",img_alcampo/pollo\AUCHAN_Alas_de_pollo_6-7_uds._Producto_Alcampo_11.jpg,181,7.5,0.2,17.2,0.0,1.0,1.4,Alcampo,Carnes y Pescados
Bacalada salada  - Entero,pescados_mariscos_moluscos,"1,72 €",img_alcampo/pescados_mariscos_moluscos\Bacalada_salada__-_Entero_13.jpg,132,6.5,0.8,16.7,0.0,0.8,1.0,Alcampo,Carnes y Pescados
Lomo de cerdo extra al ajillo Selección de Dia bandeja 300 g,Carniceria,"2,49 €",https://www.dia.es/product_images/162621/162621_ISO_0_ES.jpg?imwidth=176,123kcal,"4,5g","0,5g",20g,0.0,2g,0.0,Día,Carnes y Pescados
Café soluble 3 en 1 Nescafé bolsa 180 g,CafeCacaoInfusiones,"2,99 €",https://www.dia.es/product_images/143005/143005_ISO_0_ES.jpg?imwidth=176,408kcal,"11,9g","70,4g","1,8g",0.0575997340425532,"0,83g",0.0,Día,Bebidas
Bebida de soja Dia Vital brik 1 l,LecheHuevosMantequilla,"0,99 €",https://www.dia.es/product_images/3027/3027_ISO_0_ES.jpg?imwidth=176,43kcal,"1,7g","3,7g","3,1g",0.0,"0,1g",0.0,Día,Lácteos y Huevos
PRODUCTO ECONÓMICO ALCAMPO Maíz dulce en grano 3 x 140 g.,Conservas Vegetales,"1,84 €",img_alcampo/Conservas Vegetales\PRODUCTO_ECONÓMICO_ALCAMPO_Maíz_dulce_en_grano_3_x_140_g._7.jpg,181,11.1,4.5,27.4,0.0,0.1,4.5,Alcampo,Alimentos Procesados
Vino blanco Chardonnay Indómito,Vino blanco,"2,30 €",img_mercadona\Vino_blanco\Rioja_y_otras_denominaciones\Vino_blanco_Chardonnay_Indómito_2.jpg,179.68,6.74,20.81,8.41,0.0,0.02,3.59,Mercadona,Bebidas
Espaguetis nº 3 Gallo bolsa 450 g,ArrozPastasLegumbres,"1,36 €",https://www.dia.es/product_images/69539/69539_ISO_0_ES.jpg?imwidth=176,344kcal,2g,68g,12g,0.7854950495049505,"0,03g",0.0,Día,Alimentos Básicos
"PASTORET Requesón 100% natural, de elaboración tradicional y con 0% materia grasa PASTORET 2 x 125 g.",Quesos,"3,84 €","img_alcampo/Quesos\PASTORET_Requesón_100%_natural,_de_elaboración_tradicional_y_con_0%_materia_grasa_PASTORET_2_x_125_g._228.jpg",142,9.3,11.7,22.6,0.0,0.2,5.7,Alcampo,Lácteos y Huevos
Zumo de naranja recién exprimido botella 250 ml,Fruta,"2,49 €",https://www.dia.es/product_images/176479/176479_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Frutas y Verduras
"KAIKU Bebida de café Arábica de Nicaragua y Honduras, con un toque de cacao Caffe latte capuccino 230 ml.",Desayuno y Merienda,"1,54 €","img_alcampo/Desayuno y Merienda\KAIKU_Bebida_de_café_Arábica_de_Nicaragua_y_Honduras,_con_un_toque_de_cacao_Caffe_latte_capuccino_230_ml._197.jpg",207,7.3,20.5,22.0,0.0,1.8,1.5,Alcampo,Alimentos Procesados
Cerveza de trigo weissbier Ramblers de Dia lata 50 cl,CervezasVinoBebidasAlcoholicas,"0,79 €",https://www.dia.es/product_images/292471/292471_ISO_0_ES.jpg?imwidth=176,40kcal,0,0,0,0.0,0,0.0,Día,Bebidas
Rape (hueso),pescados_mariscos_moluscos,"1,88 €",img_alcampo/pescados_mariscos_moluscos\Rape_(hueso)_69.jpg,180,14.9,29.4,15.9,0.0,0.4,6.6,Alcampo,Carnes y Pescados
Café en cápsula ristretto napoli Dolce Gusto,Café cápsula y monodosis,"4,89 €",img_mercadona\Café_cápsula_y_monodosis\Cápsulas_compatibles_Dolce_gusto\Café_en_cápsula_ristretto_napoli_Dolce_Gusto_7.jpg,179.68,6.74,20.81,8.41,0.0,0.01,0.06,Mercadona,Bebidas
COREN Bandeja de pollo ecológico limpio y entero.,pollo,"5,95 €",img_alcampo/pollo\COREN_Bandeja_de_pollo_ecológico_limpio_y_entero._5.jpg,230,9.1,15.2,10.0,0.0,1.5,9.3,Alcampo,Carnes y Pescados
KAIKU Yogur griego ligero con stracciatella y sin lactosa 4 x 90 g.,Yogures,"1,44 €",img_alcampo/Yogures\KAIKU_Yogur_griego_ligero_con_stracciatella_y_sin_lactosa_4_x_90_g._45.jpg,145,17.0,24.3,26.5,0.0,0.4,0.8,Alcampo,Lácteos y Huevos
Espaguetis spaghettoni nº 7 Barilla caja 500 g,ArrozPastasLegumbres,"1,73 €",https://www.dia.es/product_images/39733/39733_ISO_0_ES.jpg?imwidth=176,359kcal,2g,"70,9g","12,8g",0.0,0,0.0,Día,Alimentos Básicos
Leche semidesnatada calcio Hacendado,Leche y bebidas vegetales,"5,88 €",img_mercadona\Leche_y_bebidas_vegetales\Leche_semidesnatada\Leche_semidesnatada_calcio_Hacendado_8.jpg,58.38,0.64,5.8,8.32,0.0,0.11,4.09,Mercadona,Lácteos y Huevos
Bacon en lonchas Nuestra Alacena de Dia sobre 200 g,CharcuteriaQuesos,"1,99 €",https://www.dia.es/product_images/273749/273749_ISO_0_ES.jpg?imwidth=176,289kcal,25g,1g,15g,0.0,2g,0.0,Día,Carnes y Pescados
PRODUCTO ALCAMPO Sucedáneo de angulas al ajillo lata de 50 g.,ahumados_surimis_anchoas_pulpos_otros,"2,29 €",img_alcampo/ahumados_surimis_anchoas_pulpos_otros\PRODUCTO_ALCAMPO_Sucedáneo_de_angulas_al_ajillo_lata_de_50_g._229.jpg,262,5.2,0.5,10.6,0.0,0.6,9.1,Alcampo,Carnes y Pescados
"Yogur desnatado sabor limón, fresa y piña Dia Láctea pack 6 x 125 g",YoguresPostres,"1,39 €",https://www.dia.es/product_images/145652/145652_ISO_0_ES.jpg?imwidth=176,39kcal,"0,1g","5,6g","3,9g",0.0,"0,15g",0.0,Día,Lácteos y Huevos
Pan de molde blanco Hacendado,Pan de molde y otras especialidades,"0,85 €",img_mercadona\Pan_de_molde_y_otras_especialidades\Pan_de_molde\Pan_de_molde_blanco_Hacendado_2.jpg,267.0,1.0,55.0,8.6,2.74,1.5,1.68,Mercadona,Alimentos Básicos
Surtido de setas Vegecampo de Dia frasco 160 g,ConservasCaldosCremas,"1,49 €",https://www.dia.es/product_images/299877/299877_ISO_0_ES.jpg?imwidth=176,14kcal,"0,2g","2,2g","1,3g",0.0,"0,9g",0.0,Día,Alimentos Procesados
Caramelos de menta fresca Lacasa bolsa 250 g,AzucarChocolatesCaramelos,"2,59 €",https://www.dia.es/product_images/124500/124500_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Dulces y Snacks
Pimiento rojo y verde Hacendado ultracongelado,Verdura (congelados),"1,28 €",img_mercadona\Verdura_(congelados)\Verdura\Pimiento_rojo_y_verde_Hacendado_ultracongelado_17.jpg,91.36,2.11,12.64,3.82,1.19,0.25,0.75,Mercadona,Frutas y Verduras
PRODUCTO ALCAMPO Edulcorante en sobres 60 uds. x 1 g.,Desayuno y Merienda,"1,19 €",img_alcampo/Desayuno y Merienda\PRODUCTO_ALCAMPO_Edulcorante_en_sobres_60_uds._x_1_g._247.jpg,120,18.7,13.8,21.4,0.0,2.0,1.2,Alcampo,Alimentos Procesados
Brotes germinados Hacendado,Conservas de verdura y frutas,"1,60 €",img_mercadona\Conservas_de_verdura_y_frutas\Conservas_verdura\Brotes_germinados_Hacendado_27.jpg,38.43,0.29,5.5,2.24,1.29,0.04,3.54,Mercadona,Alimentos Procesados
DODONI Queso feta DOP 150 gr.,Quesos,"1,96 €",img_alcampo/Quesos\DODONI_Queso_feta_DOP_150_gr._99.jpg,162,19.6,10.5,10.1,0.0,0.2,6.8,Alcampo,Lácteos y Huevos
"Napolitana rellena de crema, 2 uds, 165g.",Pasteleria,"1,75 €","img_alcampo/Pasteleria\Napolitana_rellena_de_crema,_2_uds,_165g._47.jpg",197,9.1,18.3,24.0,0.0,0.2,4.9,Alcampo,Dulces y Snacks
OIKOS Yogur griego con sabor a lima-limón de Danone 4 x 110 g.,Yogures,"1,44 €",img_alcampo/Yogures\OIKOS_Yogur_griego_con_sabor_a_lima-limón_de_Danone_4_x_110_g._245.jpg,140,13.5,15.2,11.0,0.0,1.7,8.3,Alcampo,Lácteos y Huevos
Canelones de marisco Al Punto Dia caja 300 g,Congelados,"2,49 €",https://www.dia.es/product_images/303109/303109_ISO_0_ES.jpg?imwidth=176,139kcal,"6,2g","13,7g","6,6g",0.0,"0,9g",0.0,Día,Alimentos Procesados
Combinado de aperitivos Hacendado,Patatas fritas y snacks,"1,50 €",img_mercadona\Patatas_fritas_y_snacks\Snacks\Combinado_de_aperitivos_Hacendado_10.jpg,494.0,31.3,36.0,14.4,2.74,1.03,1.16,Mercadona,Dulces y Snacks
Lomo de cebo ibérico cortado a máquina,Embutido curado,"4,36 €",img_mercadona\Embutido_curado\Lomo_y_otros\Lomo_de_cebo_ibérico_cortado_a_máquina_2.jpg,199.0,5.0,0.5,38.0,0.63,2.86,0.33,Mercadona,Carnes y Pescados
DHUL Yogur griego de stracciatella sin lactosa elaborado con leche recogida diariamente  2 x 125 g.,Yogures,"1,44 €",img_alcampo/Yogures\DHUL_Yogur_griego_de_stracciatella_sin_lactosa_elaborado_con_leche_recogida_diariamente__2_x_125_g._41.jpg,248,17.9,22.2,15.2,0.0,1.3,9.3,Alcampo,Lácteos y Huevos
Queso havarti Selección Mundial de Dia sobre 160 g,CharcuteriaQuesos,"2,03 €",https://www.dia.es/product_images/302946/302946_ISO_0_ES.jpg?imwidth=176,386kcal,33g,"0,1g",21g,0.0,"1,8g",0.0,Día,Carnes y Pescados
Bebida de pomelo Hacendado sin azúcares añadidos,Tomate y otros sabores(Zumos),"1,25 €",img_mercadona\Tomate_y_otros_sabores(Zumos)\Otros_sabores\Bebida_de_pomelo_Hacendado_sin_azúcares_añadidos_5.jpg,54.0,0.0,12.9,0.6,0.11,0.02,4.28,Mercadona,Bebidas
Gazpacho tradicional Hacendado,Gazpacho y cremas,"2,15 €",img_mercadona\Gazpacho_y_cremas\Gazpacho_y_salmorejo\Gazpacho_tradicional_Hacendado_0.jpg,44.0,2.4,3.6,0.8,1.02,0.61,8.54,Mercadona,Alimentos Procesados
JA'E Garbanzos cocidos JA'E frasco de 500 g.,Arroz y Legumbres,"1,69 €",img_alcampo/Arroz y Legumbres\JA'E_Garbanzos_cocidos_JA'E_frasco_de_500_g._262.jpg,267,16.6,6.7,11.1,0.0,1.1,8.1,Alcampo,Alimentos Básicos
Fideos orientales fusian sabor teriyaki Maggi sobre 130 g,PizzasPlatosPreparados,"2,09 €",https://www.dia.es/product_images/285917/285917_ISO_0_ES.jpg?imwidth=176,360kcal,"3,2g","66,2g","13,8g",0.42498364944408107,"3,1g",0.0,Día,Alimentos Procesados
Jamón cocido BONNATUR de Argal - Loncha fina 1 mm,Charcuteria,"2,84 €",img_alcampo/Charcuteria\Jamón_cocido_BONNATUR_de_Argal_-_Loncha_fina_1_mm_73.jpg,130,9.3,2.2,28.1,0.0,1.1,2.7,Alcampo,Carnes y Pescados
"AUCHAN Queso en hilo fundido para gratinar , 200 g. Producto Alcampo",Quesos,"2,19 €","img_alcampo/Quesos\AUCHAN_Queso_en_hilo_fundido_para_gratinar_,_200_g._Producto_Alcampo_198.jpg",235,16.6,17.3,27.2,0.0,1.9,6.2,Alcampo,Lácteos y Huevos
Mix de encurtidos Hacendado,Aceitunas y encurtidos,"2,60 €",img_mercadona\Aceitunas_y_encurtidos\Cóctel_y_banderillas\Mix_de_encurtidos_Hacendado_2.jpg,190.07,18.84,0.95,2.29,0.0,1.25,0.64,Mercadona,Alimentos Básicos
Piña en su jugo en trozos Norvi lata 270 g,AzucarChocolatesCaramelos,"1,89 €",https://www.dia.es/product_images/302081/302081_ISO_0_ES.jpg?imwidth=176,56kcal,"0,5g",13g,"0,5g",0.0,"0,01g",0.0,Día,Dulces y Snacks
DANONE + Proteina Yogur 0 % materia grasa con proteína de origen natural y sabor a fresa 4 x 100 g.,Yogures,"1,44 €",img_alcampo/Yogures\DANONE_+_Proteina_Yogur_0_%_materia_grasa_con_proteína_de_origen_natural_y_sabor_a_fresa_4_x_100_g._101.jpg,290,17.4,6.1,25.4,0.0,1.6,0.2,Alcampo,Lácteos y Huevos
Yogur sabor coco Hacendado 0% m.g 0% sin azúcares añadidos,Yogures desnatados,"0,95 €",img_mercadona\Yogures_desnatados\Yogures_desnatados\Yogur_sabor_coco_Hacendado_0%_m.g_0%_sin_azúcares_añadidos_7.jpg,57.0,0.5,3.4,11.0,0.13,0.1,4.05,Mercadona,Lácteos y Huevos
Láminas de chocolate con leche y naranja Temptation de Dia caja 100 g,AzucarChocolatesCaramelos,"2,99 €",https://www.dia.es/product_images/302661/302661_ISO_0_ES.jpg?imwidth=176,522kcal,"28,6g","59,4g","5,4g",0.0,"0,17g",0.0,Día,Dulces y Snacks
Colas de langostino al ajillo Aguinamar bolsa 105 g,PescadosMariscosAhumados,"3,19 €",https://www.dia.es/product_images/105460/105460_ISO_0_ES.jpg?imwidth=176,228kcal,20g,0g,12g,0.0,"1,5g",0.0,Día,Carnes y Pescados
Queso viejo gouda Hacendado,"Queso curado, semicurado y tierno","3,83 €","img_mercadona\Queso_curado,_semicurado_y_tierno\Queso_curado\Queso_viejo_gouda_Hacendado_13.jpg",179.68,6.74,20.81,8.41,0.27,2.2,0.12,Mercadona,Lácteos y Huevos
Entrecot de lomo bajo de vacuno Selección de Dia bandeja 420 g aprox.,Carniceria,"8,40 €",https://www.dia.es/product_images/276321/276321_ISO_0_ES.jpg?imwidth=176,0,0,0,0,0.0,0,0.0,Día,Carnes y Pescados
Magdalenas Hacendado,Bollería envasada,"1,90 €",img_mercadona\Bollería_envasada\Bollería_envasada\Magdalenas_Hacendado_0.jpg,131.0,6.7,16.1,1.7,1.35,0.62,32.01,Mercadona,Dulces y Snacks
Agua mineral grande Liviana,Agua,"4,80 €",img_mercadona\Agua\Agua_sin_gas\Agua_mineral_grande_Liviana_27.jpg,0.0,0.0,0.0,0.0,0.0,1.31,0.55,Mercadona,Bebidas
Café soluble descafeinado Hacendado,Café soluble y otras bebidas,"3,70 €",img_mercadona\Café_soluble_y_otras_bebidas\Café_soluble\Café_soluble_descafeinado_Hacendado_5.jpg,400.0,6.4,75.0,7.5,0.0,0.08,0.72,Mercadona,Bebidas
FICOLUMÉ Lonchas de mojama de atún de Isla Cristina FICOLUMÉ 80 g.,ahumados_surimis_anchoas_pulpos_otros,"3,25 €",img_alcampo/ahumados_surimis_anchoas_pulpos_otros\FICOLUMÉ_Lonchas_de_mojama_de_atún_de_Isla_Cristina_FICOLUMÉ_80_g._87.jpg,263,14.2,27.9,13.5,0.0,1.8,8.9,Alcampo,Carnes y Pescados
